0.11925,1.534119822287468e-05,1.5858719471603787e-05
0.178875,1.1770092862120938e-05,2.271989190633553e-05
0.2385,7.4263397957822705e-06,2.843292545370817e-05
0.298125,2.7298726653294646e-06,3.3101991737911175e-05
0.35775,-2.0892022815858363e-06,3.6810911677676726e-05
0.477,-1.1247659144736659e-05,4.1770507822207254e-05
0.59625,-1.944413158581058e-05,4.453097026524771e-05
0.7155,-2.6493808124564708e-05,4.5888003942189374e-05
0.954,-3.760678175131408e-05,4.64243955923435e-05
1.1925,-4.5794540963520224e-05,4.5730589285164865e-05
1.431,-5.1997231249425096e-05,4.469317112806843e-05
1.908,-6.07767367231818e-05,4.2637459529035434e-05
2.385,-6.691118589273782e-05,4.104425335745346e-05
2.862,-7.156923662868494e-05,3.9840826940558765e-05
3.816,-7.851800369513417e-05,3.8183648419869397e-05
4.77,-8.367728863300524e-05,3.469767812051368e-05
5.724,-8.780397439589e-05,3.6246714925364364e-05
7.632,-9.413453033635237e-05,3.5076577629242676e-05
9.54,-9.89109065434059e-05,3.4244504839360074e-05
12.402,-0.00010437710931781642,3.33604701271075e-05
16.218,-0.00010983417825938684,3.2580009421761104e-05
20.988,-0.000115022494587127,3.194598637707343e-05
26.712,-0.00011986125087903995,3.140462123612588e-05
34.344,-0.00012489258243516724,3.085989605425384e-05
43.884,-0.00012978444833271988,3.031400125902241e-05
57.239999999999995,-0.00013505761977312904,2.9806009641174465e-05
73.458,-0.00013998708088785712,2.9383299215803765e-05
95.39999999999999,-0.00014525705280477063,2.886781475325533e-05
